Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling
Jairo,2000737759.0,11.0,11.0,1.0,11.5,7.5,8.0,7.75,12.0,11.5,6.5,11.0,9.5,9.6,8.666666666666666,13.5,11.0,5.5,9.333333333333334,10.0,5.5
Adrian Molina,2000570287.0,15.0,14.166666666666666,7.0,13.25,17.5,16.666666666666668,18.375,17.75,13.25,19.5,12.25,14.375,15.9,12.0,18.375,16.166666666666668,14.0,18.833333333333332,16.5,16.0
Oumar Sangaré,2000629589.0,15.0,18.0,14.5,15.75,15.0,14.833333333333334,16.25,20.25,15.75,15.5,17.5,14.5,15.7,14.5,19.125,20.166666666666668,18.5,18.0,15.25,15.5
Mujaid Sadick,67249928.0,10.0,20.333333333333332,13.0,18.0,15.0,16.666666666666668,13.125,19.0,18.0,12.0,19.75,16.375,17.7,17.0,17.875,20.166666666666668,17.25,15.0,19.75,17.5
Giovanni Cabrera,2000439549.0,13.0,15.0,9.0,11.75,10.0,15.333333333333334,10.0,15.0,11.75,11.5,12.0,12.0,14.4,10.166666666666666,14.5,16.333333333333332,15.5,11.0,12.5,8.75
Orel Mangala,18087973.0,13.5,18.5,15.0,19.5,16.5,15.833333333333334,16.25,19.0,19.5,20.75,20.25,20.875,16.6,18.5,20.125,19.333333333333332,19.0,18.0,17.5,16.5
Ignatius Ganago,49045927.0,7.0,13.333333333333334,13.0,12.75,15.5,18.666666666666668,16.875,16.25,12.75,18.25,17.25,16.0,15.9,14.5,17.375,16.333333333333332,18.0,17.833333333333332,18.75,13.0
Dragan Rosić,62167554.0,22.5,17.166666666666668,7.5,14.25,9.25,15.333333333333334,9.5,17.5,14.25,5.5,16.5,16.75,15.8,10.333333333333334,15.625,17.833333333333332,9.25,11.833333333333334,15.75,9.0
Franjo Lazar,2000028271.0,3.5,17.666666666666668,11.0,14.5,13.75,15.833333333333334,12.5,16.75,14.5,12.0,13.0,15.875,15.6,13.833333333333334,18.625,18.666666666666668,15.0,14.666666666666666,12.5,14.75
Txus Alba,2000048420.0,5.0,18.666666666666668,9.0,16.75,16.5,18.333333333333332,19.375,17.5,16.75,19.25,16.75,16.375,18.8,13.666666666666666,16.125,17.333333333333332,20.0,20.833333333333332,13.5,16.0
Eiður Gauti Sigurpálsson,2000355767.0,21.5,8.5,12.0,5.0,21.25,1.5,12.875,5.25,5.0,21.25,0.0,14.5,6.0,3.3333333333333335,18.125,3.5,0.0,12.5,22.25,3.0
Abel Angulo,2000438635.0,12.0,20.166666666666668,6.0,18.0,14.0,21.833333333333332,16.125,21.25,18.0,16.25,18.75,15.625,20.9,17.5,13.125,21.333333333333332,19.75,18.833333333333332,12.75,22.5
Marc Trives,2000439546.0,13.0,17.333333333333332,12.0,18.0,12.0,16.166666666666668,14.875,16.75,18.0,14.25,18.25,18.125,16.8,15.166666666666666,14.0,16.666666666666668,23.25,16.666666666666668,14.75,16.0
Friday Opara,2000442249.0,8.0,16.5,10.0,13.25,16.75,20.666666666666668,14.75,17.25,13.25,15.75,15.5,17.25,17.8,12.833333333333334,18.875,19.0,11.5,16.666666666666668,17.0,11.25
Kostyantyn Vivcharenko,71113673.0,5.0,16.833333333333332,14.0,15.75,13.75,19.166666666666668,15.875,24.5,15.75,19.0,20.25,17.0,18.3,14.5,19.5,21.833333333333332,18.0,16.0,14.5,15.75
Talla Mendy,2000510695.0,11.0,10.666666666666666,3.5,12.5,13.0,14.666666666666666,11.625,17.75,12.5,10.5,13.75,20.375,13.2,13.0,20.625,15.166666666666666,9.5,11.833333333333334,17.0,10.0
Joselito,2000510697.0,15.0,17.333333333333332,8.0,12.75,10.5,16.166666666666668,13.375,22.0,12.75,9.0,16.0,16.375,16.5,12.5,17.875,20.666666666666668,10.5,11.666666666666666,18.0,12.75
