Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Juan Manuel,2000510085.0,12.33,15.75,14.0,11.33,10.0,15.33,7.5,13.83,amadrd
Simone Panada,43425634.0,12.67,15.0,13.5,15.33,10.67,13.33,10.5,13.5,amadrd
Pierre Dwomoh,2000006277.0,8.0,13.25,14.5,15.33,13.67,16.33,14.0,13.5,amadrd
0,62127037.0,11.0,14.5,11.5,16.67,15.0,15.0,16.0,15.17,amadrd
Nikola Stanković,2000211075.0,7.33,14.88,17.75,14.0,11.83,14.67,11.5,12.58,amadrd
João Félix,83169822.0,5.67,13.25,12.5,17.33,17.0,17.0,9.0,14.33,amadrd
Lorenzo Granelli,2000437491.0,7.67,16.75,15.5,13.67,15.67,16.33,12.0,13.5,amadrd
Matteo Godfroid,18114989.0,5.33,11.75,12.0,8.5,6.0,7.33,13.0,10.67,amadrd
Gonzalo Sánchez,2000416515.0,12.67,16.0,18.0,11.0,11.33,13.33,9.5,14.17,amadrd
Manoel Azambuja,2000410625.0,11.67,15.38,16.0,17.0,16.67,17.33,11.0,14.42,amadrd
Oğuz Civelek,2000232509.0,7.17,16.25,16.5,13.5,17.0,15.67,13.5,12.75,amadrd
Thomas Lemar,85093001.0,7.33,12.0,14.0,15.67,13.33,16.0,6.0,12.67,amadrd
José Giménez,78060464.0,15.67,11.0,10.0,11.0,11.0,11.33,13.5,15.83,amadrd
Marcos Llorente,67196198.0,13.67,12.25,11.5,13.5,11.83,12.17,10.5,14.33,amadrd
Dimo Krastev,22081455.0,13.5,14.62,13.25,14.0,11.5,11.67,15.5,11.75,amadrd
Frank Onyeka,27129125.0,13.83,14.62,17.25,12.67,12.83,11.67,12.0,14.25,amadrd
Lamine Silva,2000438826.0,15.0,16.25,12.5,11.0,8.83,10.67,12.75,14.58,amadrd
0,2000495264.0,5.33,15.5,16.5,11.0,9.67,13.67,13.0,10.33,amadrd
Alexander Villarreal,2000499325.0,6.67,14.5,15.5,14.17,10.17,13.83,7.0,11.17,amadrd
0,35017428.0,5.67,10.25,7.0,11.33,6.67,9.67,11.5,15.33,barc
Noël Roux,2000188122.0,13.0,15.75,17.5,12.83,10.33,13.0,7.5,13.83,barc
Ronald Araújo,78085068.0,15.67,13.75,14.5,11.67,9.0,12.33,16.5,15.0,barc
Alessandro Bastoni,43252460.0,14.67,15.5,14.0,12.33,11.33,12.0,16.0,15.17,barc
Juan Vela,2000489085.0,14.67,15.0,14.75,10.83,11.0,10.33,15.5,13.5,barc
Florentino Luís,83169817.0,16.0,14.75,12.5,12.67,12.0,13.0,12.5,16.17,barc
Vítor Ferreira,83174762.0,12.33,14.5,15.0,15.67,14.67,16.0,6.0,15.0,barc
Jonay Morán,2000194461.0,12.0,14.5,15.0,15.67,13.67,15.0,11.0,13.33,barc
Péricles,2000410450.0,5.0,14.5,16.0,13.0,14.67,15.33,11.5,11.83,barc
Pierre Fournier,2000435814.0,7.67,13.5,17.5,14.67,13.0,16.67,10.0,12.83,barc
Radovan Drakulić,2000211170.0,7.67,17.0,16.0,13.67,14.33,16.33,16.0,13.5,barc
Diego Laínez,51063318.0,6.67,15.25,15.5,15.0,13.67,15.67,6.0,14.17,barc
Pau Torres,67217522.0,16.33,12.25,13.5,10.0,8.0,12.0,16.5,14.5,barc
Ilaix Moriba,67279753.0,12.17,15.25,15.5,17.0,13.33,16.67,13.5,14.08,barc
Phil Foden,28108494.0,9.67,15.0,15.5,17.33,15.67,17.33,8.0,14.83,barc
Benoît Badiashile,49038942.0,14.33,15.5,15.0,12.0,9.67,11.83,17.0,13.92,barc
Harry Kane,28049320.0,10.67,10.25,9.5,16.33,18.0,13.67,12.0,16.5,barc
Gabriel Jesus,19220266.0,7.33,13.5,14.5,15.0,15.33,15.33,11.0,13.5,barc
Rodrygo,19306929.0,6.0,14.88,15.0,12.83,14.33,16.17,9.5,12.42,barc
Dejan Kulusevski,43295814.0,9.33,15.5,15.0,17.0,14.67,16.33,11.0,15.17,barc
Rayan Cherki,49056279.0,6.33,15.5,15.0,15.33,15.33,17.33,9.0,12.33,barc
Unai Simón,67200923.0,6.33,11.5,13.5,10.0,6.0,9.67,13.5,13.67,barc
Sergio Reguilón,67211900.0,13.67,14.25,13.5,13.0,13.5,13.0,9.0,14.75,barc
Tomás Esteves,83228786.0,13.0,14.75,16.0,13.33,12.83,13.33,12.0,12.83,barc
Sergi Ruiz,2000155987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barc
Franck Lacroix,2000192663.0,6.83,15.75,16.0,12.33,14.83,17.0,12.5,11.42,barc
Gennady Korshunov,2000238109.0,7.17,14.0,15.0,13.0,16.83,14.67,13.5,11.17,barc
Joan Planchart,2000509911.0,14.67,17.38,15.5,13.0,11.67,11.5,9.0,15.92,barc
Diego Aizpurua,2000193388.0,6.33,14.0,11.0,8.33,5.33,7.5,7.0,13.33,bilbao
Asier Grande,2000048078.0,13.0,13.88,16.0,12.5,8.33,11.5,8.5,13.58,bilbao
Unai Núñez,67214595.0,15.0,12.75,12.5,9.0,9.0,9.17,13.5,14.25,bilbao
Josema,2000682315.0,13.33,16.0,12.5,12.5,9.83,13.33,11.5,15.92,bilbao
Oier López,67277836.0,14.0,13.25,13.5,10.0,8.5,11.0,10.5,13.25,bilbao
Unai Vencedor,67260207.0,13.0,15.5,15.0,13.67,11.17,14.0,8.5,14.17,bilbao
Íñigo Herrera,2000510687.0,7.33,14.5,16.5,11.0,11.0,14.0,9.5,11.17,bilbao
Mikel Garai,2000438623.0,8.17,15.25,13.5,13.5,16.83,16.67,12.0,12.33,bilbao
Fran Alonso,2000570282.0,6.5,13.75,16.0,14.0,11.67,14.0,13.5,11.58,bilbao
Carlos Bidaurrázaga,2000573859.0,8.67,14.5,14.5,10.33,17.0,13.67,10.0,12.17,bilbao
Romain Bertrand,2000438620.0,10.17,15.5,13.0,14.33,16.0,15.33,14.5,13.5,bilbao
Yeray,67192475.0,14.67,11.25,12.5,10.0,8.67,9.83,13.0,14.92,bilbao
Oihan Sancet,67260204.0,10.17,14.0,15.0,16.0,14.67,13.67,13.5,12.92,bilbao
Ander Guevara,67246381.0,13.67,12.75,9.0,13.0,10.5,14.0,11.25,13.58,bilbao
Javier Arrue,2000438617.0,3.0,14.5,16.0,13.0,11.33,14.33,14.5,10.17,bilbao
Javier Karanka,2000193733.0,6.5,12.88,15.0,13.0,9.83,13.0,9.0,10.5,bilbao
Aimar Oroz,67276375.0,8.33,11.75,13.0,15.5,9.5,15.5,6.0,11.67,bilbao
Jon Magunazelaia,2000438619.0,6.33,12.5,13.0,14.5,12.33,14.0,8.5,13.0,bilbao
Íñigo Merino,2000442705.0,12.67,12.12,12.0,9.5,5.83,10.0,13.0,14.42,bilbao
Julen Letamendia,2000570277.0,14.67,14.0,14.0,12.0,10.17,12.0,9.0,15.67,bilbao
Alfredo Trelles,2000200467.0,6.33,10.25,10.0,7.83,4.5,3.33,6.5,12.83,cadiz
Timo Baumgartl,92065892.0,13.33,11.12,10.0,6.83,9.0,9.83,13.0,12.92,cadiz
Cameron Wells,2000431769.0,13.0,14.25,15.5,9.17,9.33,13.33,7.0,12.08,cadiz
Tarsi Bakero,2000193403.0,14.67,13.88,13.5,11.0,8.5,11.83,12.5,12.92,cadiz
Maximilian Mittelstädt,91143714.0,11.0,11.5,13.25,13.0,9.33,12.5,9.0,12.58,cadiz
Luka Jovanović,2000604683.0,6.0,13.0,15.0,12.67,8.67,13.0,7.5,9.83,cadiz
Henry Onyekuru,18093594.0,4.0,12.38,15.0,13.67,14.5,13.0,7.0,11.17,cadiz
Toni Dorado,2000197158.0,9.0,13.12,10.0,15.0,14.17,14.0,9.5,12.33,cadiz
Terry Ashton,2000505936.0,6.0,13.0,16.0,14.0,12.67,14.33,7.5,12.0,cadiz
Mateusz Bogusz,96129140.0,9.33,13.62,13.5,14.33,14.17,13.67,7.5,13.5,cadiz
Gerardo Gallardo,2000440602.0,6.0,11.62,17.0,12.33,10.67,13.83,6.5,9.92,cadiz
Tiago Geralnik,14224252.0,8.0,12.12,15.0,13.83,14.0,13.83,11.0,9.42,cadiz
Juan Soriano,67193103.0,5.5,13.0,7.25,9.33,8.17,5.5,10.5,13.33,cadiz
Luciano Ferreyra,14227040.0,12.5,13.5,14.0,14.5,12.5,15.0,7.0,11.33,cadiz
Toni Martínez,67216151.0,7.67,12.75,12.5,12.5,13.33,12.33,13.0,13.42,cadiz
Checa,2000438637.0,8.17,12.25,13.5,14.0,9.5,14.33,10.0,11.25,cadiz
Mamadou Loum,83100794.0,12.33,12.25,10.75,11.0,10.0,10.67,13.0,13.75,cadiz
Adrián Corral,2000057468.0,15.0,13.38,14.0,9.0,7.83,9.17,14.5,11.92,cadiz
Cacá,19350725.0,13.67,11.88,12.25,10.83,10.33,11.5,13.0,13.5,cadiz
Yesinguer Vinasco,2000415655.0,5.17,14.12,13.0,14.33,12.83,13.33,12.0,11.33,cadiz
Juanmi Ávila,2000441358.0,5.17,13.12,10.5,10.0,14.33,13.0,12.0,11.67,cadiz
Ion Etxabe,2000514435.0,3.67,10.62,15.0,11.33,13.5,13.33,6.5,10.83,cadiz
Nico Mickelson,53138009.0,8.67,12.88,15.5,11.17,8.67,13.83,8.5,11.33,cadiz
Jose Antonio Molina,2000571459.0,5.5,13.12,12.5,14.83,13.17,12.5,9.75,11.33,cadiz
Juan Luis,2000664823.0,13.17,11.5,12.0,7.83,8.67,8.17,11.5,13.92,cadiz
José Aurelio Suárez,67153377.0,4.83,11.88,9.5,7.5,5.5,9.0,8.5,11.92,coruna
Carlos Fernando,2000194985.0,12.0,14.25,12.75,10.33,7.33,11.17,10.0,14.25,coruna
Karim Pérez,2000193717.0,12.67,14.38,12.5,6.83,5.67,8.83,15.0,12.92,coruna
Leander Dendoncker,18057380.0,12.67,10.25,9.5,11.0,10.5,8.83,14.0,13.58,coruna
Jan Crettaz,2000571662.0,14.0,14.75,13.0,9.33,9.67,13.0,11.5,13.83,coruna
Kepa Uriarte,67277833.0,6.67,13.38,14.5,12.83,12.0,13.17,11.5,9.75,coruna
Tòfol Montiel,43459237.0,5.0,12.0,13.5,14.67,13.0,15.0,7.5,11.67,coruna
Saúl Rodríguez,2000440182.0,4.0,13.5,16.0,12.33,13.0,13.67,11.0,12.0,coruna
Joaquín Correa,14042683.0,3.33,10.25,12.0,15.67,13.33,15.67,9.0,13.17,coruna
Alberto Barace,2000663353.0,7.33,12.0,14.5,13.33,14.33,13.67,13.5,12.0,coruna
Luis Muñoz,90065199.0,12.33,10.75,11.0,7.33,6.17,9.0,11.5,13.75,coruna
Ismael Gutiérrez,67298778.0,13.33,11.5,13.5,11.0,8.17,12.83,7.25,12.83,coruna
Salva Gutiérrez,2000571656.0,8.0,11.62,12.5,14.67,10.17,11.83,6.5,12.08,coruna
Iago Salamanca,2000710728.0,5.67,11.12,13.0,13.33,14.0,15.17,10.5,12.08,coruna
Mirko Ladrón de Guevara,14197826.0,11.33,12.62,13.0,13.67,11.83,12.67,10.5,11.75,coruna
Nabil Touaizi,28113829.0,7.67,13.5,14.5,12.5,12.5,15.5,12.5,10.33,coruna
Tommaso Augello,43096264.0,13.0,10.0,9.5,10.67,11.17,11.17,7.5,13.25,coruna
Pape Gueye,48043484.0,12.33,12.12,13.25,12.67,8.33,12.67,10.5,12.0,coruna
Enock Kwateng,85134692.0,13.33,11.88,11.5,11.83,9.17,10.0,10.5,13.25,coruna
Nicolas Pépé,85136376.0,4.83,10.62,13.5,14.33,14.33,14.33,9.0,10.0,coruna
Xabier Santamaría,2000202642.0,4.83,12.88,12.0,11.5,12.0,12.5,7.75,10.58,coruna
Tasos Chatzigiovanis,36096701.0,6.67,11.12,15.0,11.33,9.67,10.33,6.5,9.42,coruna
Acyr,2000408996.0,13.67,9.0,6.5,10.0,10.83,13.33,9.5,15.75,coruna
Matías Cavalleri,75049257.0,5.0,12.62,14.5,12.83,12.33,13.5,6.5,11.92,coruna
Ricardo,2000443686.0,6.67,13.25,16.5,12.17,10.83,11.5,11.0,11.0,coruna
Dani,2000571661.0,12.17,13.0,10.25,9.33,7.0,8.17,11.25,12.75,coruna
Saúl,2000664224.0,5.33,9.88,7.25,7.17,3.83,3.17,7.75,12.83,coruna
Gregor Kobel,98040383.0,6.0,11.38,10.25,8.17,6.83,7.17,11.75,12.92,espanyol
César Ramírez,2000194011.0,12.67,13.5,11.0,9.33,9.0,11.5,9.5,15.08,espanyol
Dušan Stojinović,62218369.0,13.0,12.38,12.0,9.33,10.5,10.17,14.0,12.0,espanyol
Guillem Molina,67260507.0,15.0,12.5,15.0,8.83,8.17,7.67,13.5,12.75,espanyol
Toni Herrero,67277687.0,13.33,12.5,14.0,11.67,11.0,12.67,10.5,13.17,espanyol
Rami Hajal,93099931.0,5.67,12.88,13.0,14.67,11.33,13.0,11.5,11.75,espanyol
Óscar Melendo,67214687.0,7.5,13.0,14.0,15.17,12.0,14.33,6.5,13.25,espanyol
Francisco Conceição,83261140.0,5.83,12.12,13.5,15.0,13.17,15.33,6.0,12.33,espanyol
David,2000441683.0,6.83,13.38,13.5,14.17,12.17,14.33,10.0,11.75,espanyol
Matías Vargas,14141967.0,6.67,13.75,14.0,15.67,14.17,15.33,5.5,12.92,espanyol
0,29236380.0,8.0,13.5,18.0,11.33,14.67,12.33,11.5,12.17,espanyol
Lucas Forsberg,93141098.0,11.67,12.62,16.5,10.17,8.83,9.67,10.5,12.42,espanyol
Cezary Miszta,96122113.0,6.17,11.62,9.0,8.5,7.17,8.0,12.25,13.17,espanyol
Tymoteusz Puchacz,96086694.0,10.0,13.88,15.5,12.0,10.83,10.33,11.5,12.42,espanyol
Oier Zarraga,67260201.0,11.33,13.38,14.5,13.33,11.33,12.33,10.5,13.33,espanyol
Jorge De Frutos,67231100.0,6.67,11.5,14.5,12.5,13.0,12.0,6.5,12.08,espanyol
Chumi,95036003.0,13.33,12.25,12.0,10.0,7.33,9.5,13.5,13.08,espanyol
Brais Méndez,67199158.0,6.67,11.38,12.5,14.33,13.67,14.33,9.5,12.25,espanyol
Miguel Menino,83320117.0,8.67,13.38,14.0,12.33,12.5,14.33,10.0,12.5,espanyol
Carlos,2000202592.0,14.33,13.62,14.25,11.5,9.67,8.5,11.0,11.67,espanyol
Noé Blasco,2000440885.0,7.67,12.75,14.0,14.33,9.67,14.33,9.0,11.5,espanyol
Josep,2000513274.0,13.0,15.75,15.0,9.5,8.17,9.0,9.0,12.42,espanyol
Isak Amundsen,53178292.0,12.67,14.75,13.0,9.17,8.33,10.67,13.5,14.08,espanyol
José Luis Ruano,2000572819.0,9.17,12.88,16.5,12.5,8.67,13.83,11.0,9.83,espanyol
Arnau Tenas,67265794.0,6.67,11.12,10.0,11.17,4.0,8.33,9.25,11.83,granada
Ismael Casas,67271373.0,12.67,12.88,15.0,10.83,10.33,11.5,8.5,13.58,granada
Lovre Vujčić,2000188309.0,13.67,14.0,14.0,10.0,7.0,9.67,14.0,12.67,granada
Ulises Campus,2000273292.0,14.67,12.88,13.25,8.0,7.67,10.33,11.5,14.67,granada
Jorge Cuenca,67248170.0,13.67,13.38,13.5,9.83,8.0,10.83,15.0,13.08,granada
Antonio Raúl Escuín,2000440594.0,14.0,14.38,13.0,8.83,8.67,8.83,13.5,14.08,granada
Serafín,2000512562.0,9.0,15.0,17.0,13.5,11.33,14.5,11.5,10.17,granada
Iván Martínez,2000510865.0,11.17,13.88,14.0,9.33,10.83,9.33,10.5,13.5,granada
Félix,2000192673.0,10.33,12.75,13.0,14.17,12.0,13.67,11.0,11.92,granada
Luis Suárez,76046285.0,5.83,13.75,15.0,12.67,14.33,12.67,13.0,13.75,granada
Jose Luis,2000438355.0,9.67,13.88,15.0,15.67,12.33,14.67,12.5,13.75,granada
Cristian Manea,57120897.0,13.33,13.25,14.5,10.67,10.5,9.5,11.5,12.75,granada
Cristian Rivero,67246343.0,5.17,7.75,12.75,8.67,5.17,5.5,7.5,12.17,granada
Olmo,2000512864.0,12.0,14.25,14.25,10.0,10.0,11.67,8.5,13.75,granada
Antonio Javier García,2000571328.0,6.5,14.62,15.5,12.17,13.67,14.33,9.5,11.5,granada
Eugenio Caínzos,2000630560.0,6.33,12.12,15.0,16.0,9.83,14.17,7.5,11.17,granada
Saúl Salcedo,79026928.0,14.67,11.5,10.0,9.0,9.5,9.33,14.5,14.08,granada
Domingo Funcasta,2000510087.0,6.0,12.38,15.5,11.83,10.5,12.5,13.0,12.42,granada
Moussa Djenepo,6601602.0,5.5,13.12,15.0,11.33,10.83,13.0,7.5,12.0,granada
Jesse Lingard,28047560.0,6.5,8.38,10.0,11.67,12.67,13.0,4.0,13.83,granada
Denis Vavro,63025710.0,14.67,13.75,12.75,8.0,10.67,7.5,15.5,14.42,granada
Alberto Quintana,67280840.0,12.0,11.88,12.75,12.67,10.33,12.33,15.0,12.83,granada
Edimilson Fernandes,98030084.0,11.67,11.25,10.5,12.67,10.17,12.83,11.25,11.33,granada
José María Garai,2000437777.0,8.33,11.88,13.0,14.0,10.5,13.0,8.0,11.75,granada
Can Balcı,2000566216.0,13.67,12.88,9.5,7.83,7.83,9.83,12.5,13.17,granada
0,2000606148.0,0.0,13.38,16.0,12.17,8.83,12.33,12.0,9.67,granada
Migue Ortiz,2000630559.0,7.0,14.25,13.5,14.33,11.33,14.33,8.0,12.0,granada
Koke Vegas,67196252.0,5.67,11.12,8.75,7.83,5.67,7.17,11.5,12.75,laspalmas
Jose Alcaide,2000437774.0,13.67,13.5,12.75,10.33,10.0,9.5,10.5,15.58,laspalmas
Eugene Kulakov,2000434056.0,13.33,13.75,13.0,9.0,9.0,10.33,13.5,12.83,laspalmas
Jordan Torunarigha,91137260.0,14.0,11.75,14.0,12.67,11.0,11.67,15.0,12.5,laspalmas
Imanol,67276239.0,14.0,12.0,13.0,9.5,8.5,11.5,10.5,14.08,laspalmas
José,2000570829.0,8.17,12.5,12.5,15.83,12.33,15.33,7.5,12.08,laspalmas
Leo Díaz,2000630127.0,8.33,12.75,17.0,13.67,12.33,16.33,6.0,11.5,laspalmas
Beñat Sanz,2000439251.0,6.0,12.5,11.0,16.33,12.0,13.0,9.5,12.0,laspalmas
0,2000189953.0,7.17,12.88,14.5,12.33,14.5,13.67,11.5,9.83,laspalmas
Carlos Hernandez,2000511264.0,6.5,13.5,17.5,12.67,14.0,14.0,8.5,13.17,laspalmas
Anders Nygaard,2000569028.0,6.0,13.75,12.5,14.33,15.33,13.0,11.0,13.33,laspalmas
Clement Nwabueze,2000710897.0,13.67,14.5,13.0,9.67,9.33,11.0,12.5,13.17,laspalmas
Fajar Bayhaqi,2000439532.0,11.67,12.75,10.5,11.33,8.67,12.0,10.0,14.5,laspalmas
Gil Dias,55082920.0,7.5,11.38,13.0,12.5,11.83,13.33,10.0,10.58,laspalmas
Marian Vasilache,2000328740.0,5.83,14.75,12.5,9.33,12.0,13.0,14.5,11.75,laspalmas
Paul Akouokou,33066648.0,14.0,13.25,13.0,11.0,8.5,10.5,13.75,13.5,laspalmas
Isaiah Álvarez,2000630129.0,7.83,12.5,14.0,11.67,12.67,12.5,9.5,10.5,laspalmas
Nikola Katic,24047814.0,12.67,11.75,9.5,7.33,8.83,10.33,17.0,12.92,laspalmas
Enzo Loiodice,49045906.0,11.67,13.12,11.25,14.33,11.5,13.83,5.5,12.42,laspalmas
Javi Galán,67243881.0,13.67,11.25,12.75,13.33,11.33,13.5,7.5,14.58,laspalmas
0,85144993.0,11.0,12.12,14.0,13.0,11.5,13.0,7.0,12.25,laspalmas
Alfredo Iglesias,2000194460.0,6.17,11.0,10.25,9.67,3.0,4.33,8.5,12.17,laspalmas
Thomas Michel,2000434743.0,7.5,12.88,13.5,10.0,8.67,12.33,11.0,10.67,laspalmas
Adailson,2000664048.0,5.67,11.62,15.5,13.33,10.17,12.5,5.0,9.33,laspalmas
Javi Izquierdo,67288498.0,7.33,11.88,9.25,8.5,5.17,6.0,9.5,12.25,leganes
Víctor Gómez,67257950.0,12.0,12.12,14.5,11.33,10.17,10.17,6.0,11.0,leganes
Rasmus Lauritsen,27069979.0,13.33,13.12,12.75,9.33,9.67,7.67,15.0,14.75,leganes
Gabriel Torres,2000438016.0,15.0,13.25,12.0,8.0,8.0,8.33,13.5,13.33,leganes
Braian Cufré,14131295.0,11.0,11.88,13.5,13.33,10.5,12.17,7.0,13.5,leganes
Ifeanyi Mathew,53141633.0,10.17,12.5,11.0,14.33,12.33,13.83,9.0,12.83,leganes
Ryan Johansson,90086790.0,12.0,12.62,12.0,12.0,10.5,11.83,9.5,12.17,leganes
Che Nunnely,37055838.0,4.83,12.5,16.5,11.33,11.33,13.67,7.5,11.17,leganes
Àlex Collado,67246435.0,6.17,11.88,13.0,15.0,12.5,14.67,7.0,12.17,leganes
Freddy Vargas,86061304.0,7.5,13.25,13.0,13.33,11.33,13.67,9.0,12.58,leganes
Ángel Cabello,2000438822.0,7.67,14.62,13.0,13.33,14.33,15.0,12.5,12.17,leganes
Olaus Skarsem,89051875.0,6.33,9.5,13.0,14.17,13.0,13.67,4.0,10.92,leganes
Aarón Escandell,67192427.0,6.33,9.75,7.5,7.0,5.33,3.17,8.5,11.5,leganes
Javier Pascua,2000573866.0,4.67,12.75,14.5,12.0,13.0,12.67,7.0,10.58,leganes
Álvaro Santamaría,67298126.0,6.83,13.5,13.5,9.0,11.17,14.5,14.0,11.33,leganes
Óscar Clemente,67259874.0,10.5,11.12,13.5,13.67,13.17,13.33,8.5,13.0,leganes
Rodrigo Zalazar,67271371.0,10.0,12.25,11.5,12.0,11.17,12.17,9.25,11.17,leganes
Nils Mortimer,67265795.0,4.33,12.5,14.5,12.83,14.0,14.0,10.5,11.08,leganes
Michel Vlap,215665.0,6.17,9.88,10.5,13.33,13.5,11.67,12.5,12.67,leganes
John McGinn,61043070.0,12.33,12.5,11.5,14.67,12.83,14.17,7.75,13.17,leganes
Patric,67100019.0,14.0,8.88,7.25,13.17,10.33,11.83,11.5,15.5,leganes
Sergi Rosanas,67265793.0,12.0,12.38,14.5,11.17,9.5,11.67,7.5,12.58,leganes
